transaction_id,transaction_date,category,merchant,amount,txn_type
974,2025-06-05,Dining,Zomato,-148.25,debit
975,2025-06-05,Dining,Zomato,-256.39,debit
976,2025-06-06,Shopping,Amazon,-556.27,debit
977,2025-06-06,Shopping,Local Store,-1319.72,debit
978,2025-06-06,DINING,Cafe Coffee Day,-170.51,debit
979,2025-06-07,Shopping,Amazon,-1289.83,debit
980,2025-06-07,Groceries,Local Kirana,-480.36,debit
981,2025-06-08,Utilities,Jio Recharge,-284.55,debit
982,2025-06-09,Shopping,Local Store,-339.07,debit
983,2025-06-10,Utilities,Jio Recharge,-744.89,debit
984,2025-06-11,Groceries,Local Kirana,-282.56,debit
985,2025-06-11,Groceries,BigBasket,-194.48,debit
986,2025-06-14,Groceries,Reliance Fresh,-530.89,debit
987,2025-06-15,Groceries,Local Kirana,-183.59,debit
988,2025-06-15,Shopping,Amazon,-1106.97,debit
989,2025-06-15,Utilities,Jio Recharge,-310.68,debit
990,2025-06-17,Dining,Zomato,-237.47,debit
991,2025-06-17,Entertainment,Netflix,-334.01,debit
992,2025-06-18,Utilities,Jio Recharge,-284.74,debit
993,2025-06-18,DINING,McDonalds,-231.56,debit
994,2025-06-18,Transport,Metro Card,-252.12,debit
995,2025-06-19,ENTERTAINMENT,Netflix,-482.66,debit
996,2025-06-19,Dining,Zomato,-289.43,debit
997,2025-06-19,Groceries,BigBasket,-200.37,debit
998,2025-06-19,Entertainment,BookMyShow,-332.51,debit
999,2025-06-19,Groceries,Reliance Fresh,-519.61,debit
1000,2025-06-20,Healthcare,Local Clinic,-957.73,debit
1001,2025-06-20,Groceries,,-396.11,debit
1002,2025-06-21,Dining,Domino's,-115.55,debit
1003,2025-06-21,SHOPPING,Amazon,-1399.25,debit
1004,2025-06-22,Groceries,BigBasket,-268.83,debit
1005,2025-06-22,Transport,Petrol Pump,-251.57,debit
1006,2025-06-24,Groceries,Reliance Fresh,-385.15,debit
1007,2025-06-24,Utilities,Electricity Board,-391.02,debit
1008,2025-06-24,Groceries,DMart,-241.79,debit
1009,2025-06-25,Utilities,Electricity Board,-447.95,debit
1010,2025-06-25,HEALTHCARE,Apollo Pharmacy,-1179.88,debit
1011,2025-06-26,Transport,Metro Card,-85.96,debit
1012,2025-06-26,Dining,Cafe Coffee Day,-233.01,debit
1013,2025-06-26,Utilities,Jio Recharge,-525.58,debit
1014,2025-06-27,Education,Udemy,-1104.05,debit
1015,2025-06-27,Entertainment,Netflix,-344.28,debit
1016,2025-06-28,Utilities,,-803.09,debit
1017,2025-06-28,Dining,Swiggy,-218.63,debit
1018,2025-06-28,Education,Udemy,-1316.79,debit
1019,2025-06-29,Transport,Metro Card,-207.54,debit
1020,2025-06-29,Dining,McDonalds,-176.3,debit
1021,2025-06-29,SHOPPING,Flipkart,-429.3,debit
1022,2025-06-29,Healthcare,Apollo Pharmacy,-1004.63,debit
1023,2025-06-29,Groceries,DMart,-293.94,debit
1024,2025-06-29,Dining,Zomato,-259.47,debit
831,2025-04-14,Groceries,Local Kirana,-321.5,debit
796,2025-04-05,Dining,Domino's,-212.7,debit
496,2024-12-21,Entertainment,PVR Cinemas,-289.59,debit
823,2025-04-13,Shopping,Local Store,-525.95,debit
860,2025-04-25,Entertainment,BookMyShow,-252.76,debit
105,2024-08-10,Shopping,Amazon,-1010.29,debit
28,2024-07-08,SHOPPING,Local Store,-1266.49,debit
987,2025-06-15,GROCERIES,Local Kirana,-183.59,debit
736,2025-03-17,Shopping,Amazon,-1380.27,debit
787,2025-04-03,Groceries,Local Kirana,-507.3,debit
492,2024-12-20,Groceries,Reliance Fresh,-388.51,debit
845,2025-04-19,TRANSPORT,Petrol Pump,-146.15,debit
674,2025-02-26,Utilities,Electricity Board,-337.67,debit
614,2025-02-02,Dining,Cafe Coffee Day,-182.8,debit
341,2024-11-01,Dining,Swiggy,-274.66,debit
